timestamp,open,high,low,close
1713764400000,17126.719,17131.986,17121.51,17125.643
1713764700000,17125.999,17128.809,17125.232,17125.519
1713765000000,17125.02,17135.108,17121.786,17133.299
1713765300000,17132.775,17138.442,17129.51,17138.254
1713765600000,17138.62,17142.964,17132.075,17141.189
1713765900000,17140.721,17152.899,17136.143,17150.464
1713766200000,17151.264,17157.789,17142.208,17148.154
1713766500000,17148.899,17152.02,17143.565,17150.543
1713766800000,17151.019,17154.154,17146.443,17152.72
1713767100000,17152.921,17153.199,17146.01,17147.565
1713767400000,17147.486,17148.642,17139.986,17143.232
1713767700000,17143.031,17145.597,17136.987,17144.686
1713768000000,17144.543,17150.609,17140.564,17150.609
1713768300000,17150.042,17161.189,17145.71,17159.999
1713768600000,17159.998,17161.699,17153.598,17155.71
1713768900000,17156.087,17159.509,17154.531,17156.42
1713769200000,17155.942,17157.764,17146.708,17150.52
1713769500000,17150.476,17155.243,17141.687,17144.931
1713769800000,17145.22,17146.798,17122.442,17123.065
1713770100000,17123.286,17129.797,17109.775,17129.608
1713770400000,17129.508,17134.789,17125.91,17128.02
1713770700000,17128.275,17133.565,17122.42,17129.042
1713771000000,17128.798,17130.921,17117.454,17120.075
1713771300000,17120.519,17127.042,17108.219,17109.975
1713771600000,17110.075,17119.108,17105.097,17117.575
1713771900000,17117.642,17126.399,17111.609,17123.642
1713772200000,17123.443,17124.932,17114.675,17116.108
1713772500000,17115.275,17120.921,17113.62,17114.609
1713772800000,17112.119,17117.276,17097.989,17100.276
1713773100000,17099.732,17102.019,17090.22,17091.21
1713773400000,17092.208,17116.698,17092.208,17112.621
1713773700000,17112.575,17115.676,17103.598,17109.142
1713774000000,17111.542,17118.42,17109.989,17113.042
1713774300000,17113.643,17127.719,17111.687,17116.509
1713774600000,17116.499,17122.164,17110.464,17119.587
1713774900000,17119.61,17128.489,17114.742,17128.42
1713775200000,17128.608,17130.108,17103.753,17105.432
1713775500000,17106.143,17122.72,17105.52,17121.143
1713775800000,17121.499,17128.189,17116.232,17125.132
1713776100000,17125.053,17126.299,17117.753,17118.497
1713776400000,17118.009,17132.899,17114.91,17131.598
1713776700000,17131.499,17135.789,17128.498,17133.653
1713777000000,17133.721,17137.531,17130.764,17134.032
1713777300000,17134.789,17142.275,17132.076,17138.91
1713777600000,17139.119,17141.064,17133.232,17140.465
1713777900000,17140.198,17146.542,17135.798,17137.042
1713778200000,17137.319,17142.098,17132.953,17138.286
1713778500000,17138.619,17138.699,17132.021,17135.989
1713778800000,17135.231,17155.465,17135.231,17151.131
1713779100000,17151.21,17155.199,17144.743,17150.276
1713779400000,17150.208,17151.286,17146.789,17150.154
1713779700000,17150.41,17153.732,17146.932,17148.976
1713780000000,17149.598,17165.275,17149.598,17163.276
1713780300000,17163.41,17167.964,17160.565,17163.609
1713780600000,17163.499,17170.197,17161.032,17162.231
1713780900000,17162.208,17167.254,17159.432,17165.11
1713781200000,17165.689,17169.189,17162.221,17166.799
1713781500000,17166.399,17167.42,17159.008,17160.031
1713781800000,17159.689,17159.689,17144.243,17146.986
1713782100000,17146.765,17151.998,17141.454,17144.486
1713782400000,17145.098,17145.754,17136.91,17139.753
1713782700000,17140.799,17140.799,17130.009,17135.032
1713783000000,17135.165,17136.809,17128.709,17135.61
1713783300000,17135.931,17137.689,17132.01,17135.62
1713783600000,17135.819,17135.989,17115.41,17116.665
1713783900000,17116.999,17122.92,17113.687,17121.932
1713784200000,17122.054,17132.421,17120.953,17130.676
1713784500000,17130.742,17153.597,17129.609,17153.254
1713784800000,17153.209,17155.098,17134.731,17135.553
1713785100000,17135.809,17143.943,17131.264,17133.676
1713785400000,17134.276,17137.689,17129.608,17136.642
1713785700000,17136.789,17145.299,17135.464,17141.031
1713786000000,17141.143,17151.953,17140.698,17150.543
1713786300000,17150.921,17152.509,17145.71,17148.598
1713786600000,17148.764,17152.521,17141.597,17142.119
1713786900000,17141.731,17142.954,17132.521,17134.931
1713787200000,17134.951,17143.889,17133.743,17141.676
1713787500000,17141.809,17142.743,17125.432,17126.765
1713787800000,17125.731,17127.132,17103.543,17113.542
1713788100000,17113.41,17120.276,17104.72,17116.119
1713788400000,17116.009,17120.51,17107.921,17111.199
1713788700000,17111.01,17122.787,17108.732,17116.799
1713789000000,17115.597,17122.487,17111.71,17122.02
1713789300000,17122.389,17155.189,17117.298,17151.932
1713789600000,17151.721,17157.986,17150.231,17154.786
1713789900000,17155.02,17156.498,17143.754,17149.421
1713790200000,17149.542,17159.608,17148.054,17155.709
1713790500000,17156.319,17157.609,17147.775,17152.086
1713790800000,17152.286,17160.61,17150.498,17150.709
1713791100000,17151.61,17158.942,17149.72,17157.053
1713791400000,17157.12,17159.189,17152.42,17155.143
1713791700000,17155.152,17162.889,17153.164,17155.62
1713792000000,17155.575,17161.987,17146.921,17151.443
1713792300000,17151.621,17157.198,17142.253,17144.764
1713792600000,17144.253,17163.719,17125.143,17128.91
1713792900000,17127.943,17147.008,17121.975,17142.119
1713793200000,17141.442,17164.019,17125.997,17146.687
1713793500000,17147.164,17187.476,17140.41,17184.609
1713793800000,17184.508,17187.665,17167.231,17171.108
1713794100000,17172.199,17176.399,17140.11,17140.11
1713794400000,17141.02,17171.054,17139.597,17148.62
1713794700000,17148.432,17158.789,17120.731,17129.153
1713795000000,17128.91,17148.498,17117.91,17126.654
1713795300000,17127.454,17134.265,17109.431,17115.954
1713795600000,17117.021,17117.021,17068.519,17072.009
1713795900000,17071.576,17074.189,17041.02,17050.465
1713796200000,17050.654,17072.689,17049.986,17058.11
1713796500000,17057.931,17073.899,17056.954,17071.464
1713796800000,17071.109,17093.597,17066.642,17073.499
1713797100000,17073.143,17083.464,17059.931,17067.998
1713797400000,17067.664,17068.975,17025.676,17031.487
1713797700000,17031.075,17044.142,17022.676,17043.197
1713798000000,17042.786,17046.62,17033.764,17037.153
1713798300000,17036.675,17038.732,17019.676,17028.142
1713798600000,17027.198,17041.087,17018.52,17020.186
1713798900000,17020.021,17037.299,17005.92,17026.41
1713799200000,17026.686,17039.508,17021.42,17037.519
1713799500000,17037.11,17066.276,17036.954,17062.965
1713799800000,17063.02,17076.687,17058.986,17072.389
1713800100000,17071.731,17096.11,17069.432,17092.632
1713800400000,17092.787,17099.632,17071.086,17073.42
1713800700000,17073.11,17079.454,17065.676,17075.943
1713801000000,17075.699,17100.497,17073.209,17094.621
1713801300000,17095.642,17110.787,17094.575,17108.186
1713801600000,17108.997,17125.389,17103.631,17119.553
1713801900000,17119.699,17123.009,17107.519,17110.889
1713802200000,17110.198,17127.399,17109.654,17127.098
1713802500000,17127.165,17152.61,17125.142,17130.219
1713802800000,17130.086,17140.52,17114.643,17115.442
1713803100000,17116.253,17129.676,17112.643,17115.431
1713803400000,17116.12,17116.708,17092.164,17098.91
1713803700000,17098.709,17114.298,17098.131,17111.609
1713804000000,17111.953,17115.654,17103.953,17108.132
1713804300000,17107.953,17127.676,17107.198,17118.686
1713804600000,17118.421,17124.999,17108.931,17122.164
1713804900000,17123.009,17132.787,17117.119,17131.664
1713805200000,17131.165,17147.789,17124.965,17141.998
1713805500000,17141.989,17160.109,17141.989,17151.008
1713805800000,17150.654,17169.631,17148.497,17166.198
1713806100000,17167.132,17170.508,17155.931,17164.142
1713806400000,17164.709,17176.199,17161.643,17176.199
1713806700000,17176.108,17201.51,17174.987,17201.51
1713807000000,17201.219,17214.786,17199.454,17208.964
1713807300000,17209.031,17214.243,17200.542,17211.198
1713807600000,17211.432,17215.209,17203.643,17210.299
1713807900000,17210.92,17238.787,17209.021,17236.487
1713808200000,17236.297,17267.443,17231.243,17265.498
1713808500000,17266.676,17271.797,17239.487,17253.953
1713808800000,17254.519,17256.675,17243.42,17249.521
1713809100000,17249.92,17267.699,17241.954,17263.975
1713809400000,17265.786,17275.719,17260.964,17274.289
1713809700000,17274.475,17283.41,17268.421,17280.308
1713810000000,17280.443,17294.487,17278.708,17291.187
1713810300000,17290.632,17293.699,17281.642,17285.719
1713810600000,17286.476,17303.232,17286.143,17302.054
1713810900000,17301.91,17305.02,17269.232,17280.154
1713811200000,17281.176,17283.932,17253.987,17265.642
1713811500000,17265.475,17270.699,17248.008,17255.889
1713811800000,17255.475,17259.686,17238.687,17246.054
1713812100000,17245.976,17270.009,17244.965,17267.91
1713812400000,17267.521,17271.154,17255.498,17263.443
1713812700000,17263.709,17266.719,17254.943,17265.208
1713813000000,17264.91,17272.654,17256.087,17267.708
1713813300000,17267.497,17275.476,17256.664,17257.208
1713813600000,17257.097,17257.689,17234.109,17241.519
1713813900000,17240.576,17252.219,17235.264,17246.687
1713814200000,17245.71,17251.389,17209.965,17210.121
1713814500000,17211.175,17214.189,17189.621,17192.209
1713814800000,17191.699,17218.219,17187.975,17216.932
1713815100000,17216.464,17234.008,17211.809,17229.942
1713815400000,17230.719,17230.719,17184.108,17190.689
1713815700000,17190.485,17211.52,17182.186,17208.631
1713816000000,17210.989,17212.521,17182.72,17183.286
1713816300000,17182.786,17197.275,17180.942,17194.476
1713816600000,17194.452,17194.452,17184.154,17189.121
1713816900000,17189.121,17189.121,17189.121,17189.121
1713817200000,17189.121,17189.121,17189.121,17189.121
1713817500000,17189.121,17189.121,17189.121,17189.121
1713817800000,17189.121,17189.121,17189.121,17189.121
1713818100000,17189.121,17189.121,17189.121,17189.121
1713818400000,17189.121,17189.121,17189.121,17189.121
1713818700000,17189.121,17189.121,17189.121,17189.121
1713819000000,17189.121,17189.121,17189.121,17189.121
1713819300000,17189.121,17189.121,17189.121,17189.121
1713819600000,17189.121,17189.121,17189.121,17189.121
1713819900000,17189.121,17189.121,17189.121,17189.121
1713820200000,17189.121,17189.121,17189.121,17189.121
1713820500000,17189.121,17189.121,17189.121,17189.121
1713820800000,17189.121,17189.121,17189.121,17189.121
1713821100000,17189.121,17189.121,17189.121,17189.121
1713821400000,17189.121,17189.121,17189.121,17189.121
1713821700000,17189.121,17189.121,17189.121,17189.121
1713822000000,17189.121,17189.121,17189.121,17189.121
1713822300000,17189.121,17189.121,17189.121,17189.121
1713822600000,17189.121,17189.121,17189.121,17189.121
1713822900000,17189.121,17189.121,17189.121,17189.121
1713823200000,17189.121,17189.121,17189.121,17189.121
1713823500000,17189.121,17213.709,17189.121,17208.699
1713823800000,17209.319,17209.699,17203.431,17203.931
1713824100000,17203.799,17204.442,17188.809,17190.642
1713824400000,17190.609,17193.689,17188.209,17191.442
1713824700000,17191.576,17198.697,17191.576,17198.697
1713825000000,17198.453,17202.075,17196.686,17199.308
1713825300000,17199.075,17201.632,17198.476,17200.221
1713825600000,17200.442,17200.987,17194.053,17197.621
1713825900000,17197.765,17203.619,17197.765,17203.153
1713826200000,17203.031,17203.587,17198.064,17199.154
1713826500000,17199.231,17200.889,17193.731,17196.509
1713826800000,17196.587,17199.275,17192.997,17196.709
1713827100000,17196.809,17200.087,17191.62,17192.21
1713827400000,17192.598,17193.986,17144.586,17157.719
1713827700000,17157.132,17180.764,17155.119,17180.764
1713828000000,17180.773,17181.175,17173.754,17176.109
1713828300000,17176.164,17181.61,17170.475,17180.254
1713828600000,17180.053,17188.476,17175.287,17179.032
1713828900000,17179.453,17181.209,17175.121,17178.265
1713829200000,17178.497,17180.989,17177.197,17179.01
1713829500000,17178.975,17186.086,17178.032,17185.587
1713829800000,17185.621,17188.389,17176.031,17177.819
1713830100000,17178.019,17180.565,17175.642,17180.565
