timestamp,open,high,low,close
1704067200000,16823.689,16823.689,16823.689,16823.689
1704067500000,16823.689,16823.689,16823.689,16823.689
1704067800000,16823.689,16823.689,16823.689,16823.689
1704068100000,16823.689,16823.689,16823.689,16823.689
1704068400000,16823.689,16823.689,16823.689,16823.689
1704068700000,16823.689,16823.689,16823.689,16823.689
1704069000000,16823.689,16823.689,16823.689,16823.689
1704069300000,16823.689,16823.689,16823.689,16823.689
1704069600000,16823.689,16823.689,16823.689,16823.689
1704069900000,16823.689,16823.689,16823.689,16823.689
1704070200000,16823.689,16823.689,16823.689,16823.689
1704070500000,16823.689,16823.689,16823.689,16823.689
1704070800000,16823.689,16823.689,16823.689,16823.689
1704071100000,16823.689,16823.689,16823.689,16823.689
1704071400000,16823.689,16823.689,16823.689,16823.689
1704071700000,16823.689,16823.689,16823.689,16823.689
1704072000000,16823.689,16823.689,16823.689,16823.689
1704072300000,16823.689,16823.689,16823.689,16823.689
1704072600000,16823.689,16823.689,16823.689,16823.689
1704072900000,16823.689,16823.689,16823.689,16823.689
1704073200000,16823.689,16823.689,16823.689,16823.689
1704073500000,16823.689,16823.689,16823.689,16823.689
1704073800000,16823.689,16823.689,16823.689,16823.689
1704074100000,16823.689,16823.689,16823.689,16823.689
1704074400000,16823.689,16823.689,16823.689,16823.689
1704074700000,16823.689,16823.689,16823.689,16823.689
1704075000000,16823.689,16823.689,16823.689,16823.689
1704075300000,16823.689,16823.689,16823.689,16823.689
1704075600000,16823.689,16823.689,16823.689,16823.689
1704075900000,16823.689,16823.689,16823.689,16823.689
1704076200000,16823.689,16823.689,16823.689,16823.689
1704076500000,16823.689,16823.689,16823.689,16823.689
1704076800000,16823.689,16823.689,16823.689,16823.689
1704077100000,16823.689,16823.689,16823.689,16823.689
1704077400000,16823.689,16823.689,16823.689,16823.689
1704077700000,16823.689,16823.689,16823.689,16823.689
1704078000000,16823.689,16823.689,16823.689,16823.689
1704078300000,16823.689,16823.689,16823.689,16823.689
1704078600000,16823.689,16823.689,16823.689,16823.689
1704078900000,16823.689,16823.689,16823.689,16823.689
1704079200000,16823.689,16823.689,16823.689,16823.689
1704079500000,16823.689,16823.689,16823.689,16823.689
1704079800000,16823.689,16823.689,16823.689,16823.689
1704080100000,16823.689,16823.689,16823.689,16823.689
1704080400000,16823.689,16823.689,16823.689,16823.689
1704080700000,16823.689,16823.689,16823.689,16823.689
1704081000000,16823.689,16823.689,16823.689,16823.689
1704081300000,16823.689,16823.689,16823.689,16823.689
1704081600000,16823.689,16823.689,16823.689,16823.689
1704081900000,16823.689,16823.689,16823.689,16823.689
1704082200000,16823.689,16823.689,16823.689,16823.689
1704082500000,16823.689,16823.689,16823.689,16823.689
1704082800000,16823.689,16823.689,16823.689,16823.689
1704083100000,16823.689,16823.689,16823.689,16823.689
1704083400000,16823.689,16823.689,16823.689,16823.689
1704083700000,16823.689,16823.689,16823.689,16823.689
1704084000000,16823.689,16823.689,16823.689,16823.689
1704084300000,16823.689,16823.689,16823.689,16823.689
1704084600000,16823.689,16823.689,16823.689,16823.689
1704084900000,16823.689,16823.689,16823.689,16823.689
1704085200000,16823.689,16823.689,16823.689,16823.689
1704085500000,16823.689,16823.689,16823.689,16823.689
1704085800000,16823.689,16823.689,16823.689,16823.689
1704086100000,16823.689,16823.689,16823.689,16823.689
1704086400000,16823.689,16823.689,16823.689,16823.689
1704086700000,16823.689,16823.689,16823.689,16823.689
1704087000000,16823.689,16823.689,16823.689,16823.689
1704087300000,16823.689,16823.689,16823.689,16823.689
1704087600000,16823.689,16823.689,16823.689,16823.689
1704087900000,16823.689,16823.689,16823.689,16823.689
1704088200000,16823.689,16823.689,16823.689,16823.689
1704088500000,16823.689,16823.689,16823.689,16823.689
1704088800000,16823.689,16823.689,16823.689,16823.689
1704089100000,16823.689,16823.689,16823.689,16823.689
1704089400000,16823.689,16823.689,16823.689,16823.689
1704089700000,16823.689,16823.689,16823.689,16823.689
1704090000000,16823.689,16823.689,16823.689,16823.689
1704090300000,16823.689,16823.689,16823.689,16823.689
1704090600000,16823.689,16823.689,16823.689,16823.689
1704090900000,16823.689,16823.689,16823.689,16823.689
1704091200000,16823.689,16823.689,16823.689,16823.689
1704091500000,16823.689,16823.689,16823.689,16823.689
1704091800000,16823.689,16823.689,16823.689,16823.689
1704092100000,16823.689,16823.689,16823.689,16823.689
1704092400000,16823.689,16823.689,16823.689,16823.689
1704092700000,16823.689,16823.689,16823.689,16823.689
1704093000000,16823.689,16823.689,16823.689,16823.689
1704093300000,16823.689,16823.689,16823.689,16823.689
1704093600000,16823.689,16823.689,16823.689,16823.689
1704093900000,16823.689,16823.689,16823.689,16823.689
1704094200000,16823.689,16823.689,16823.689,16823.689
1704094500000,16823.689,16823.689,16823.689,16823.689
1704094800000,16823.689,16823.689,16823.689,16823.689
1704095100000,16823.689,16823.689,16823.689,16823.689
1704095400000,16823.689,16823.689,16823.689,16823.689
1704095700000,16823.689,16823.689,16823.689,16823.689
1704096000000,16823.689,16823.689,16823.689,16823.689
1704096300000,16823.689,16823.689,16823.689,16823.689
1704096600000,16823.689,16823.689,16823.689,16823.689
1704096900000,16823.689,16823.689,16823.689,16823.689
1704097200000,16823.689,16823.689,16823.689,16823.689
1704097500000,16823.689,16823.689,16823.689,16823.689
1704097800000,16823.689,16823.689,16823.689,16823.689
1704098100000,16823.689,16823.689,16823.689,16823.689
1704098400000,16823.689,16823.689,16823.689,16823.689
1704098700000,16823.689,16823.689,16823.689,16823.689
1704099000000,16823.689,16823.689,16823.689,16823.689
1704099300000,16823.689,16823.689,16823.689,16823.689
